Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter £®nm£©,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),Reduction Temperature,Reduction Time/min,Reducing agent( chemical name in english),pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential £®V vsRHE£©,Onset Potential £®V vsRHE£©,Reduce in MA/ mA mg-1,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp©,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,160,240,ethylene glycol,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,40,150,150,1,1,150,150,0,,1,534.8,0.89,0.76,0.71,0.675,0.65,0.625,0.598,0.571,0.544,0.517,0.49,0.463,0.436,0.409,0.382,0.355,0.328,0.301,0.274,0.247,0.22,0.19433,0.17108,0.14992,0.13058,0.11284,0.0965,0.08141,0.06742,0.05443,0.04232
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,160,240,ethylene glycol,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,50,150,150,1,1,150,150,0,,1,520,0.89,0.775,0.735,0.7,0.67,0.64,0.61,0.58,0.55,0.52,0.49,0.46,0.43,0.4,0.37,0.34,0.31,0.28,0.25,0.22,0.19,0.16156,0.13592,0.1127,0.09157,0.07225,0.05452,0.0382,0.02312,0.01,0.01
Highly efficient and ORR active platinum-scandium alloy-partially exfoliated carbon nanotubes electrocatalyst for Proton Exchange Membrane Fuel Cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2019,Pt3SC/PECNTs,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,35,0,0,0,0,0,0,0,0,0,65,3.9,,CNTs,,114,160,240,ethylene glycol,12,25,0,0,0,95.7,217,0.226750261,0.746,0.941,,,11.56,0.1,0.1,46,nafion 212,50,130,4,,100,1,60,150,150,1,1,150,150,0,,1,600,0.89,0.775,0.735,0.7,0.68,0.65,0.625,0.6,0.575,0.55,0.525,0.5,0.475,0.45,0.425,0.4,0.375,0.35,0.325,0.3,0.275,0.25119,0.22955,0.20978,0.19167,0.175,0.15962,0.14537,0.13214,0.11983,0.10833
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat®πrk University,2018,Cu45Pt55/rGO-VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.2,3.5,0.7,XC-72R/graphene hybrid,,,100,60,morpholine borane,7,400,1,1,0,119,35.1,0.029495798,0.82,0.95,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,481,0.9,0.825,0.78,0.74,0.7,0.67,0.63,0.59,0.55,0.49,0.46,0.42,0.4,0.37,0.335,0.31,0.29,0.27,0.25086,0.23328,0.2171,0.20214,0.18827,0.17539,0.16338,0.15216,0.14166,0.1318,0.12254,0.11382,0.10559
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat®πrk University,2018,Cu45Pt55/VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80.2,3.5,0.7,XC-72R,30,230,100,60,morpholine borane,7,400,1,1,0,73,3.92,0.005369863,0.79,0.95,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,375,0.9,0.77,0.7,0.66,0.61,0.57,0.52,0.48,0.45,0.41,0.375,0.34,0.29,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat®πrk University,2018,Cu45Pt55/rGO,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.7,3.5,0.7,graphene,,600,100,60,morpholine borane,7,400,1,1,0,56,10.38,0.018535714,0.74,0.95,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,360,0.9,0.82,0.78,0.73,0.675,0.62,0.56,0.5,0.43,0.4,0.35,0.3,0.25,0.19,0.13431,0.0861,0.04394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,78.5,4.16,1.54,XC-72R,30,230,,,ethylene glycol,10,25,0,0,0,10,225,2.25,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,189,0.91,0.62,0.525,0.46,0.4,0.335,0.3,0.27,0.225,0.18283,0.14565,0.11262,0.08308,0.05651,0.03249,0.01065,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/GNP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,78.4,2,0.1,graphene,,600,,,ethylene glycol,10,25,0,0,0,19,225,1.184210526,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,250,0.94,0.72,0.575,0.51,0.465,0.42,0.385,0.345,0.305,0.275,0.25,0.21,0.17238,0.13898,0.10914,0.0823,0.05805,0.03602,0.01592,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
An effective electrocatalyst based on platinum nanoparticles supported with graphene nanoplatelets and carbon black hybrid for PEM fuel cells,Solen Kinayyigit,turkey,Sabanci University,2018,Pt/CB-GNP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,79,1.7,0.05,XC-72R/graphene hybrid,,,,,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,,5,0.5,0.5,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,380,0.95,0.78,0.705,0.66,0.61,0.575,0.53,0.495,0.455,0.42,0.38,0.33,0.3,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Self-Supported Mesostructured Pt-Based Bimetallic Nanospheres Containing an Intermetallic Phase as Ultrastable Oxygen Reduction Electrocatalysts,Sung-Dae Yim,korea,University of Science and Technology,2016,Meso_PtNi_2,66.7,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2.72,0.58,none,0,0,25,0,none,7,600,2,1,0,39,1340,3.435897436,0.904,1,,3,10,0.103,0.211,20,nafion 212,50,120,,20,100,0,80,696,1654,,,0,0,0.15,,1,1466.55,0.975,0.885,0.86,0.835,0.813,0.795,0.775,0.755,0.735,0.72,0.7,0.68086,0.66328,0.6471,0.63214,0.61827,0.60539,0.59338,0.58216,0.57166,0.5618,0.55254,0.54382,0.53559,0.52781,0.52045,0.51347,0.50685,0.50055,0.49456,0.48885
Achieving High-Power PEM Fuel Cell Performance with an UltralowPt-Content Core?Shell Catalyst,Anusorn Kongkanand,United States,General Motors,2016,PtML/Pd,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4.2,0.2,NEH,,,,,ethylene glycol,10,25,0,0,0,192,960,0.5,,,,0.5643,,0.05,,,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,1,1512.09,0.89,0.82,0.78,0.76,0.75,0.74,0.73,0.72,0.705,0.699,0.69,0.68,0.665,0.66,0.645,0.625,0.62,0.61,0.6,0.59,0.58,0.57031,0.56119,0.5526,0.54449,0.53683,0.52957,0.52269,0.51615,0.50994,0.50403
Achieving High-Power PEM Fuel Cell Performance with an UltralowPt-Content Core?Shell Catalyst,Anusorn Kongkanand,United States,General Motors,2016,PtML/Pd,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4.2,0.2,NEH,,,,,ethylene glycol,10,25,0,0,0,192,960,0.5,,,,0.5643,,0.025,,,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,1,1242.09,0.89,0.79,0.76,0.725,0.71,0.7,0.696,0.69,0.67,0.65,0.63,0.615,0.61,0.6,0.59,0.57,0.555,0.53,0.515,0.5,0.49,0.48031,0.47119,0.4626,0.45449,0.44683,0.43957,0.43269,0.42615,0.41994,0.41403
Synthesis of Graphene-Supported PtCoFe Alloy with Di?erent Thermal Treatment Procedures as Highly Active Oxygen Reduction Reaction Electrocatalysts for Proton Exchange Membrane Fuel Cells,Mehran Javanbakht,iran,Amirkabir University of Technology,2016,PtCoFe/Gr-500,96.417,0,0,0,0,0,8,3.58,0,0,0,0,0,0,0,0,0,0,0,0,31.86,0,0,0,0,0,0,0,0,0,67,7.4,0.1,graphene,,161,120,1440,NaBH4,7,500,1,0,1,66,217,0.328787879,,,,,5,0.1,0.1,20,nafion 112,50,130,0.67,4.9,98,1,80,75,150,,,0,0,0,,1,360,0.95,0.755,0.69,0.63,0.59,0.545,0.505,0.48,0.445,0.4,0.35,0.3033,0.26239,0.22625,0.1941,0.1653,0.13936,0.11588,0.09452,0.07501,0.05711,0.04063,0.02542,0.01132,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Synthesis of Graphene-Supported PtCoFe Alloy with Di?erent Thermal Treatment Procedures as Highly Active Oxygen Reduction Reaction Electrocatalysts for Proton Exchange Membrane Fuel Cells,Mehran Javanbakht,iran,Amirkabir University of Technology,2016,PtCoFe/Gr-FD,96.5,0,0,0,0,0,7.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,31.9,0,0,0,0,0,0,0,0,0,67,6.8,0.1,graphene,,161,120,1440,NaBH4,7,500,1,0,1,67,217,0.323880597,,,,,5,0.1,0.1,20,nafion 112,50,130,0.67,4.9,98,1,80,75,150,,,0,0,0,,1,450,0.93,0.83,0.775,0.73,0.7,0.65,0.61,0.59,0.55,0.5,0.38,0.27185,0.18313,0.10904,0.04624,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Highly active and stable platinum catalyst supported on porous carbon nanofibers for improved performance of PEMFC,Guang Li,china,Donghua University,2015,Pt/PCNFs,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53,0,0,0,0,0,0,0,0,0,81.5,3.1,,carbon nanofiber,,,130,180,ethylene glycol,10,25,0,0,0,52,250,0.480769231,0.739,0.891,,,4,,,20,nafion 117,175,135,3,10,100,1,25,30,80,,,0,0,0,,1,135,0.98,0.7,0.595,0.45,0.295,0.105,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Platinum decorated on partially exfoliated multiwalled carbon nanotubes as high performance cathode catalyst for PEMFC,S. Ramaprabhu,india,Indian Institute of Technology Madras,2015,Pt/PENT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,,120,130,720,ethylene glycol,11,25,0,0,0,81.1,225,0.277435265,,,,,11.56,0.2,0.1,20,nafion 212,50,130,4,98,90,1,40,100,100,,,0,0,0,,1,585,0.925,0.8,0.76,0.72,0.6883,0.6566,0.625,0.5966,0.5683,0.54,0.52375,0.5075,0.475,0.4466,0.4182,0.39,0.365,0.34,0.315,0.295,0.275,0.25586,0.23828,0.2221,0.20714,0.19327,0.18039,0.16838,0.15716,0.14666,0.1368
Platinum decorated on partially exfoliated multiwalled carbon nanotubes as high performance cathode catalyst for PEMFC,S. Ramaprabhu,india,Indian Institute of Technology Madras,2015,Pt/PENT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,,120,130,720,ethylene glycol,11,25,0,0,0,81.1,225,0.277435265,,,,,11.56,0.2,0.1,20,nafion 212,50,130,4,98,90,1,50,100,100,,,0,0,0,,1,650,0.925,0.81,0.775,0.73,0.7,0.6733,0.6466,0.62,0.5983,0.5766,0.555,0.53,0.505,0.48,0.45625,0.4325,0.40875,0.385,0.36,0.335,0.31,0.28619,0.26455,0.24478,0.22667,0.21,0.19462,0.18037,0.16714,0.15483,0.14333
Platinum decorated on partially exfoliated multiwalled carbon nanotubes as high performance cathode catalyst for PEMFC,S. Ramaprabhu,india,Indian Institute of Technology Madras,2015,Pt/PENT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,,120,130,720,ethylene glycol,11,25,0,0,0,81.1,225,0.277435265,,,,,11.56,0.2,0.1,20,nafion 212,50,130,4,98,90,1,60,100,100,,,0,0,0,,1,740,0.925,0.83,0.78,0.75,0.72,0.695,0.67,0.645,0.62,0.5983,0.5766,0.555,0.53,0.505,0.48,0.455,0.4366,0.4182,0.4,0.37875,0.3575,0.33625,0.315,0.29469,0.27609,0.259,0.24323,0.22865,0.21512,0.20254,0.1908
Platinum decorated on partially exfoliated multiwalled carbon nanotubes as high performance cathode catalyst for PEMFC,S. Ramaprabhu,india,Indian Institute of Technology Madras,2015,Pt/PENT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,,120,130,720,ethylene glycol,11,25,0,0,0,81.1,225,0.277435265,,,,,11.56,0.2,0.1,20,nafion 212,50,130,4,98,90,1,60,100,100,,,0,0,0.1,,1,912,0.95,0.855,0.83,0.79,0.7683,0.7466,0.725,0.7,0.68125,0.6625,0.64375,0.625,0.60625,0.5875,0.56875,0.55,0.5309,0.5118,0.4927,0.4736,0.4545,0.4354,0.4163,0.3972,0.3781,0.359,0.3399,0.3208,0.302,0.28398,0.2674
Platinum decorated on partially exfoliated multiwalled carbon nanotubes as high performance cathode catalyst for PEMFC,S. Ramaprabhu,india,Indian Institute of Technology Madras,2015,Pt/PENT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,CNTs,,120,130,720,ethylene glycol,11,25,0,0,0,81.1,225,0.277435265,,,,,11.56,0.2,0.1,20,nafion 212,50,130,4,98,90,1,70,100,100,,,0,0,0.1,,1,1021.29,0.95,0.875,0.84,0.8,0.775,0.755,0.74,0.71,0.7,0.68,0.655,0.645,0.62,0.6,0.59,0.575,0.55,0.54,0.52,0.5,0.49,0.46,0.45,0.43,0.41,0.4,0.38,0.355,0.35,0.34511,0.34043
"Matrix Material Study for in situ Grown Pt
Nanowire Electrocatalyst Layer in Proton
Exchange Membrane Fuel Cells (PEMFCs)",S. Sui,china,Shanghai Jiao Tong University,2014,Pt-NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,home-made carbon,,,25,4320,formic acid,7,25,0,0,0,29.78,225,0.755540631,,,,0.25,10,0.3,0.5,50,nafion 212,50,130,2,0.2,100,1,70,150,300,,,0,0,0.1,,0.21,459,0.95,0.8,0.765,0.74,0.7,0.68,0.65,0.61,0.565,0.51,0.44,0.32,0.21185,0.12313,0.04904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"Matrix Material Study for in situ Grown Pt
Nanowire Electrocatalyst Layer in Proton
Exchange Membrane Fuel Cells (PEMFCs)",S. Sui,china,Shanghai Jiao Tong University,2014,Pt-NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,home-made carbon,,,25,4320,formic acid,7,25,0,0,0,44.31,225,0.507786053,,,,0.25,10,0.2,0.5,50,nafion 212,50,130,2,0.2,100,1,70,150,300,,,0,0,0.1,,0.21,346.5,0.9,0.76,0.73,0.695,0.655,0.605,0.55,0.495,0.41,0.33218,0.26647,0.21025,0.1616,0.1191,0.08164,0.04838,0.01865,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,82,5.7,0.3,XC-72R,30,230,25,30,NaBH4,7,25,0,0,0,43,225,0.523255814,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,324,0.93,0.74,0.68,0.62,0.58,0.53,0.49,0.46,0.405,0.36,0.3,0.255,0.2,0.1488,0.10421,0.06503,0.03033,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,85,5.6,0.3,XC-72R,30,230,25,30,NaBH4,7,25,0,0,0,51,225,0.441176471,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,210,0.93,0.7,0.64,0.58,0.52,0.42,0.32,0.22,0.14,0.06657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of Ni proportion on the performance of proton exchange membrane fuel cells using PtNi/C electrocatalysts,Emilse M. A. Martini,Brazil,Universidade Federal do Rio Grande do Sul,2014,PtNi/C 25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,83,6.2,0.4,XC-72R,30,230,25,30,NaBH4,7,25,0,0,0,55,225,0.409090909,,,,0.428,4.84,0.5,0.5,20,nafion 117,175,125,2,4.9,100,1,80,100,500,,,0,0,0,,0.21,200,0.93,0.72,0.64,0.58,0.48,0.4,0.32,0.22,0.14,0.06657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Highly durable Pt/graphene oxide and Pt/C hybrid catalyst for polymer electrolyte membrane fuel cell,Seung Hyun Hur,korea,University of Ulsan,2013,hybrid catalyst,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,59.8,2.8,,graphene,,600,110,90,ethylene glycol,10,25,0,0,0,53.16,217,0.408201655,,,,0.25,25,0.4,0.4,40,nafion 212,50,,,,100,0,70,225,300,1.5,2,225,300,0,,0.21,500,0.95,0.78,0.72,0.69,0.68,0.65,0.62,0.6,0.58,0.55,0.5,0.45,0.4,0.3533,0.31239,0.27625,0.2441,0.2153,0.18936,0.16588,0.14452,0.12501,0.10711,0.09063,0.07542,0.06132,0.04823,0.03604,0.02465,0.014,0.01
Hierarchical polybenzimidazole-grafted graphene hybrids as supports for Pt nanoparticle catalysts with excellent PEMFC performance,Jian Xie,United States,Indiana University-Purdue University Indianapolis,2015,Pt/PBI-XC72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,2.6,,XC-72R,30,230,140,360,ethylene glycol,10,25,0,0,0,57.6,214,0.371527778,0.88,1,,,5,0.1,0.1,20,nafion 212,50,135,1.5,4.14,100,0,80,200,400,,,0,0,0.1,,1,1797.09,0.97,0.85,0.82,0.81,0.805,0.8,0.795,0.79,0.785,0.78,0.76,0.75,0.72,0.71,0.705,0.703,0.7,0.695,0.69,0.685,0.675,0.66531,0.65619,0.6476,0.63949,0.63183,0.62457,0.61769,0.61115,0.60494,0.59903
Effect of Particle Size and Operating Conditions on Pt3Co PEMFC Cathode Catalyst Durability,Zhiwei Yang,United States,United Technologies Research Center,2015,4.9 Pt3Co,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,41.78,0,0,0,0,0,0,0,0,0,58.22,4.9,,EC300,40,875,,,ethylene glycol,10,25,0,0,0,37,217,0.586486486,,,,,25,0.23,0.19,,nafion 211,25,,,,100,0,80,100,50,,,0,0,0,,1,1991.28,0.96,0.88,0.86,0.84,0.83,0.82,0.81,0.805,0.8,0.798,0.795,0.79,0.785,0.78,0.77,0.76031,0.75119,0.7426,0.73449,0.72683,0.71957,0.71269,0.70615,0.69994,0.69403,0.68839,0.68301,0.67787,0.67296,0.66826,0.66376
Effect of Particle Size and Operating Conditions on Pt3Co PEMFC Cathode Catalyst Durability,Zhiwei Yang,United States,United Technologies Research Center,2015,8.1 Pt3Co,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,42.44,0,0,0,0,0,0,0,0,0,57.56,8.1,,EC300,40,875,,,ethylene glycol,10,25,0,0,0,27,217,0.803703704,,,,,25,0.22,0.2,,nafion 211,25,,,,100,0,80,100,50,,,0,0,0,,1,2133.24,0.95,0.87,0.85,0.83,0.82,0.815,0.81,0.805,0.8,0.795,0.79,0.785,0.78,0.775,0.77,0.76511,0.76043,0.75594,0.75164,0.74751,0.74355,0.73974,0.73607,0.73254,0.72914,0.72586,0.72269,0.71964,0.71669,0.71384,0.71108
Effect of Particle Size and Operating Conditions on Pt3Co PEMFC Cathode Catalyst Durability,Zhiwei Yang,United States,United Technologies Research Center,2015,14.8 Pt3Co,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,42.33,0,0,0,0,0,0,0,0,0,57.67,14.8,,EC300,40,875,,,ethylene glycol,10,25,0,0,0,23,217,0.943478261,,,,,25,0.22,0.2,,nafion 211,25,,,,100,0,80,100,50,,,0,0,0,,1,1923.24,0.94,0.845,0.82,0.805,0.795,0.79,0.78,0.77,0.75,0.74,0.73,0.72,0.71,0.705,0.7,0.69511,0.69043,0.68594,0.68164,0.67751,0.67355,0.66974,0.66607,0.66254,0.65914,0.65586,0.65269,0.64964,0.64669,0.64384,0.64108
Stability study of ultra-low Pt thin film on TiO2®CC core®Cshell structure and TiO2 encapsulated in carbon nanospheres as cathode catalyst in PEMFC,Samaneh Shahgaldi,Canada,Universit®¶ du Qu®¶bec ®§ Trois-Rivi®®res,2015,EC-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.9,0.1,0,0,0,0,80,3.1,,home-made carbon/oxide hybrid,,1141,180,300,sputter,7,25,0,0,0,41.5,225,0.542168675,,,,,,0.05,0.05,,nafion 212,50,130,3,6.895,100,1,80,100,360,,,0,0,,,1,410,0.95,0.78,0.71,0.62,0.6,0.57,0.52,0.5,0.49,0.45,0.41,0.37238,0.33898,0.30914,0.2823,0.25805,0.23602,0.21592,0.19751,0.18059,0.16497,0.15052,0.13711,0.12463,0.11299,0.1021,0.0919,0.08232,0.0733,0.06481,0.05679
Stability study of ultra-low Pt thin film on TiO2®CC core®Cshell structure and TiO2 encapsulated in carbon nanospheres as cathode catalyst in PEMFC,Samaneh Shahgaldi,Canada,Universit®¶ du Qu®¶bec ®§ Trois-Rivi®®res,2015,CS-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3.9,0.1,0,0,0,0,80,3.1,,home-made carbon/oxide hybrid,,1000,180,300,sputter,7,25,0,0,0,44,225,0.511363636,,,,,,0.05,0.05,,nafion 212,50,130,3,6.895,100,1,80,100,360,,,0,0,,,1,410,0.95,0.72,0.69,0.625,0.6,0.59,0.58,0.51,0.49,0.45,0.41,0.37238,0.33898,0.30914,0.2823,0.25805,0.23602,0.21592,0.19751,0.18059,0.16497,0.15052,0.13711,0.12463,0.11299,0.1021,0.0919,0.08232,0.0733,0.06481,0.05679
